"resource","consumer"
"Cerdocyon_thous","Canis_familiaris"
"Cerdocyon_thous","Leopardus_pardalis"
"Dasyprocta_azarae","Canis_familiaris"
"Dasyprocta_azarae","Cerdocyon_thous"
"Dasyprocta_azarae","Leopardus_pardalis"
"Dasyprocta_azarae","Nasua_nasua"
"Dasypus_novemcinctus","Canis_familiaris"
"Dasypus_novemcinctus","Cerdocyon_thous"
"Dasypus_novemcinctus","Leopardus_pardalis"
"Dicotyles_tajacu","Canis_familiaris"
"Dicotyles_tajacu","Leopardus_pardalis"
"Leopardus_pardalis","Canis_familiaris"
"Lepus_europaeus","Canis_familiaris"
"Lepus_europaeus","Cerdocyon_thous"
"Lepus_europaeus","Sus_scrofa"
"Myrmecophaga_tridactyla","Canis_familiaris"
"Nasua_nasua","Canis_familiaris"
"Nasua_nasua","Cerdocyon_thous"
"Nasua_nasua","Leopardus_pardalis"
"Subulo_gouazoubira","Canis_familiaris"
"Subulo_gouazoubira","Cerdocyon_thous"
"Subulo_gouazoubira","Leopardus_pardalis"
"Sus_scrofa","Canis_familiaris"
"Sus_scrofa","Cerdocyon_thous"
"Sus_scrofa","Leopardus_pardalis"
